Progress,Duration (in seconds),Finished,QID1,Q1,Q2,Q2_4_TEXT,Q3,Q4,Q4_10_TEXT,Q5,Q6,Q6_8_TEXT,Q7,Q8,Q8_5_TEXT,Q9,Q9_5_TEXT,Q10,Q11,Q11_7_TEXT,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q15_1,Q16_1,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18
100,220,TRUE,Yes,United States,Male,,25-34 years old,Master's degree,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,For privacy concerns",,,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Very uncomfortable,Comfortable,
100,203,TRUE,Yes,United States,Female,,25-34 years old,Master's degree,,No,"I don't believe these coronavirus apps are useful,I generally install/use very few apps,It is not mandatory in my country of residence",,If it is accurate and helpful,,,,,,,,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Agree,Agree,Agree,Disagree,Disagree,Disagree,Very uncomfortable,Comfortable,Comfortable,Comfortable,Very uncomfortable,Comfortable,Should only use data for the benefit of covid spread
100,354,TRUE,Yes,,Female,,35-44 years old,Master's degree,,No,"I generally install/use very few apps,Other",I'm not very concerened about getting the virus,"I don't have concerns about the apps, I just don't think about the virus very much",,,,,,,,Uncomfortable,Very uncomfortable,Very uncomfortable,Uncomfortable,Uncomfortable,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Very uncomfortable,Comfortable,Very uncomfortable,Uncomfortable,Very uncomfortable,Uncomfortable,I have no interest in them
100,216,TRUE,Yes,,Female,,25-34 years old,Master's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I generally install/use very few apps,It is not mandatory in my country of residence",,,,,,,,,,Uncomfortable,Very uncomfortable,Very uncomfortable,Uncomfortable,Neutral,Neutral,Neutral,Neutral,Strongly disagree,,,Neither,Neither,Neither,Comfortable,,Neither,
100,354,TRUE,Yes,United States,Female,,25-34 years old,Master's degree,,No,Other,I never thought about them. , more information on them.,,,,,,,,Uncomfortable,Neutral,Very uncomfortable,Very uncomfortable,Comfortable,Agree,Neutral,Agree,Neutral,Agree,Neutral,Comfortable,Neither,Uncomfortable,Comfortable,Neither,Comfortable,
100,255,TRUE,Yes,Canada,Male,,25-34 years old,Master's degree,,No,"I don't think these apps can make accurate predictions,For privacy concerns",,"If it shows any meaningful progress in containing the spread, id use it. Untill then it's just an app for me that is collecting data on my phone. ",,,,,,,,Very comfortable,Neutral,Very comfortable,Neutral,Very comfortable,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Uncomfortable,Comfortable,Neither,Comfortable,Very uncomfortable,Neither,
100,541,TRUE,Yes,United States,Male,,18-24 years old,Bachelor's degree,,No,I generally install/use very few apps,,Privacy and tracking of personal data ,,,,,,,,Uncomfortable,Comfortable,Uncomfortable,Comfortable,Comfortable,Agree,Disagree,Agree,Neutral,Agree,Neutral,Comfortable,Comfortable,Neither,Comfortable,Neither,Comfortable,Usually I do not prefer my contact or location with my own family members with whom I am uncomfortable with but due to this pandemic if we all are not together and not using the technological advantage to fight with covid then we airtel are in a bigger loss. I would like to state that as long as there comes a gaurantee that the data which has been collected from every individual is destroyed after the purpose then it would create no harm. 
100,337,TRUE,Yes,United States,Female,,25-34 years old,Master's degree,,No,Other,I homestly did not know they existed,"Not releasing any personal information that would make me identifiable somehow, or would make identity theft possible (phone number, home/work address, IP address, credit card info etc)",,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Comfortable,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Comfortable,Comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,623,TRUE,Yes,United States,Female,,65 years or above,Master's degree,,No,I generally install/use very few apps,,Know more about it,,,,,,,,Uncomfortable,Neutral,Uncomfortable,Uncomfortable,Uncomfortable,Agree,Neutral,Strongly agree,Neutral,Disagree,Neutral,Neither,Comfortable,Neither,Very comfortable,Uncomfortable,Uncomfortable,Dob't know enough about these apps
100,601,TRUE,Yes,,Male,,25-34 years old,Master's degree,,No,Other,I have found the information online and didn't get a thought of downloading an app particularly for covid. My primary source of information for covid is cdc and some trusted sites in internet,If they may use it for contact tracing which is fine but i think they may use it for grabbing personal information. More like privacy information concern.,,,,,,,,Neutral,Comfortable,Very uncomfortable,Very uncomfortable,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Uncomfortable,Uncomfortable,Uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,"A genuine thought of collecting information for covid related purpose is appreciated but I've been watching articles that dig deeper into this. My only concern is it is easy for giant corporations to get information about us with the access to our devices using the permissions we give while installing the app. I've seen companies sell that information to third party companies which goes forth the same way. This is not right. We get spam calls, false advertisements and recommendations etc through this. I do not approve of it. "
100,228,TRUE,Yes,United States,Female,,25-34 years old,Doctorate degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't believe these coronavirus apps are useful,I generally install/use very few apps,For privacy concerns",,Requiring few to no permissions to use and take up little phone memory.,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Uncomfortable,Uncomfortable,Agree,Neutral,Agree,Strongly disagree,Agree,Disagree,Very uncomfortable,Uncomfortable,Very uncomfortable,Neither,Very uncomfortable,Neither,"I don't like the idea of my tracking information being released, especially to big corporations."
100,568,TRUE,Yes,,Female,,25-34 years old,Bachelor's degree,,No,"I generally install/use very few apps,Other","I have not learned about any specific apps from sources (word of mouth, newspaper, tv, internet...)",Knowing the app is curated and maintained by a credible source.,,,,,,,,Neutral,Neutral,Uncomfortable,Uncomfortable,Comfortable,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Comfortable,Comfortable,Comfortable,Neither,Neither,Neither,"If an app is effective, I will trust entity whether I am fully comfortable with them or not."
100,170,TRUE,Yes,France,Male,,25-34 years old,Doctorate degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,For privacy concerns,It is not mandatory in my country of residence",,nothing,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,"What an intrusive, morally-corrupt waste of money."
100,390,TRUE,Yes,Spain,Female,,25-34 years old,Bachelor's degree,,No,"I generally install/use very few apps,For privacy concerns,It is not mandatory in my country of residence",,"If I knew exactly who had access to the info, and big tech definitively did not. ",,,,,,,,Uncomfortable,Very uncomfortable,Very uncomfortable,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Neither,Very comfortable,Neither,Very comfortable,Very uncomfortable,Very uncomfortable,
100,364,TRUE,Yes,United States,Female,,65 years or above,Master's degree,,Yes,,,,Curiosity,,Other,Numbers of cases and deaths in all countries ,no concerns,"Once the pandemic ends,If I become aware of any privacy breach",,Neutral,Very comfortable,Uncomfortable,Comfortable,Uncomfortable,Strongly agree,Neutral,Agree,Disagree,Disagree,Neutral,Comfortable,Very comfortable,Uncomfortable,Very comfortable,Uncomfortable,Uncomfortable,
100,344,TRUE,Yes,United States,Male,,25-34 years old,Master's degree,,No,"It is not mandatory in my country of residence,Other",I never heard of any app related to COVID-19,Knowing which would be more useful,,,,,,,,Neutral,Comfortable,Uncomfortable,Uncomfortable,Neutral,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Uncomfortable,Very comfortable,Neither,Comfortable,Uncomfortable,Comfortable,No
100,351,TRUE,Yes,United States,Female,,55-64 years old,Master's degree,,No,Other,Hadn't thought about it. Not too worried working from home & avoiding public places. ,I'd be willing to use an app ,,,,,,,,Uncomfortable,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Strongly agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Comfortable,Comfortable,Very uncomfortable,Comfortable,Very uncomfortable,Neither,
100,585,TRUE,Yes,United States,Female,,35-44 years old,Master's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I generally install/use very few apps,For privacy concerns,It is not mandatory in my country of residence,Other",My area doesn't have community spread yet. ,"If we had more local cases, I might think about it more.  And my device is 3 years old, so I would have to really look into how much space the app would take up etc.  I generally hate downloading new apps for that reason.",,,,,,,,Comfortable,Uncomfortable,Very uncomfortable,Comfortable,Uncomfortable,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Uncomfortable,Uncomfortable,Uncomfortable,Comfortable,Uncomfortable,Comfortable,"Through your questions, I've realized I prioritized keeping as much data/information to myself as possible. This goes with my general theories of not positing much on social media and generally turning off any apps that do track my location. So I don't think my hesitancy are necessarily 100% CoVid tracker; I feel this way about most apps collecting data and try to limit my digital footprint.. "
100,453,TRUE,Yes,United States,Female,,55-64 years old,Other,Associates degree,No,Other,Haven't really thought about it.,App must from a reputable source,,,,,,,,Uncomfortable,Very uncomfortable,Very uncomfortable,Neutral,Uncomfortable,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Uncomfortable,Comfortable,Very uncomfortable,Comfortable,Very uncomfortable,Very uncomfortable,
100,252,TRUE,Yes,United States,Female,,18-24 years old,Bachelor's degree,,No,Other,Ive never heard of Covid-19 apps,More information on these apps,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Comfortable,Comfortable,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Uncomfortable,Very uncomfortable,Very uncomfortable,Neither,Uncomfortable,Very uncomfortable,
100,526,TRUE,Yes,,Female,,25-34 years old,Doctorate degree,,Yes,,,,Other,Instruction from mt daughter's school,"Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,None,"Once the pandemic ends,When it is no longer mandated by the government (local/federal),If I become aware of any privacy breach,If I get inaccurate information,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Uncomfortable,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Agree,Neutral,Agree,Agree,Agree,Strongly disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,They should ensure that breach of privacy is not there
100,333,TRUE,Yes,United States,Female,,55-64 years old,Master's degree,,No,I generally install/use very few apps,,,,,,,,,,Neutral,Comfortable,Very uncomfortable,Uncomfortable,Neutral,Agree,Disagree,Agree,Disagree,Agree,Disagree,Comfortable,Comfortable,Uncomfortable,Comfortable,Uncomfortable,Comfortable,
85,1150,FALSE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,Yes,,,,Wellbeing of myself and my family,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,,Once the pandemic ends,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,,,,,,,
100,605,TRUE,Yes,,Female,,18-24 years old,High school,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.)",,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Comfortable,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Comfortable,Comfortable,,Comfortable,,Comfortable,No
100,241,TRUE,Yes,,Female,,25-34 years old,Master's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps,It is not mandatory in my country of residence",,More accurate date ,,,,,,,,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Uncomfortable,Comfortable,Sorry haven't use any till now
100,237,TRUE,Yes,,Male,,35-44 years old,Bachelor's degree,,Yes,,,,Instruction from the government,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,,Once the pandemic ends,,Uncomfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Agree,Agree,Strongly agree,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,
100,338,TRUE,Yes,Nigeria,Male,,35-44 years old,Master's degree,,No,"I generally install/use very few apps,For privacy concerns",,Less storage ,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Uncomfortable,Comfortable,Uncomfortable,Comfortable,Very uncomfortable,Uncomfortable,There should be a more coordinated response to all pandemics
100,515,TRUE,Yes,Finland,Male,,35-44 years old,Master's degree,,Yes,,,,Wellbeing of myself and my family,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,The desire to know more about the virus and the impact on my life and others around me,"If I get inaccurate information,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Very uncomfortable,Neutral,Uncomfortable,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,336,TRUE,Yes,United States,Female,,35-44 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,,,,,,,,,Very uncomfortable,Very uncomfortable,Uncomfortable,Neutral,Comfortable,Neutral,Agree,Agree,Agree,Agree,Neutral,Neither,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,387,TRUE,Yes,,Male,,25-34 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,It is not mandatory in my country of residence",,Reliability ,,,,,,,,Neutral,Neutral,Uncomfortable,Very uncomfortable,Comfortable,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Comfortable,Comfortable,Uncomfortable,Uncomfortable,Neither,Comfortable,
100,353,TRUE,Yes,Germany,Male,,25-34 years old,Master's degree,,Yes,,,,"Wellbeing of myself and my family,Curiosity",,Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus),,The open-source availibility of the App and the Feedback to it by the german Hacker-Community. As well as it's privacy-friendly design,"Once the pandemic ends,If I become aware of any privacy breach,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Uncomfortable,Neutral,Very uncomfortable,Uncomfortable,Neutral,Agree,Disagree,Neutral,Strongly disagree,Agree,Agree,Uncomfortable,Comfortable,Uncomfortable,Comfortable,Very uncomfortable,Uncomfortable,
100,260,TRUE,Yes,United States,Male,,18-24 years old,Bachelor's degree,,No,Other,,,,,,,,,,Comfortable,Comfortable,Uncomfortable,Very uncomfortable,Comfortable,Agree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Hmmm 
100,193,TRUE,Yes,United States,Female,,25-34 years old,Bachelor's degree,,No,I generally install/use very few apps,,N/A,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Comfortable,Comfortable,Neither,Comfortable,Neither,Comfortable,no
100,280,TRUE,Yes,Bangladesh,Male,,18-24 years old,High school,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful",,Accuracy,,,,,,,,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Comfortable,Uncomfortable,Neither,Very comfortable,Comfortable,Comfortable,
100,478,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,It is not mandatory in my country of residence",,,,,,,,,,Neutral,Uncomfortable,Uncomfortable,Uncomfortable,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Uncomfortable,Comfortable,Neither,Comfortable,Comfortable,Comfortable,
100,491,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,Other,Not that much concerned to use any app for corona virus,,,,,,,,,Very comfortable,Very comfortable,Uncomfortable,Uncomfortable,Comfortable,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Uncomfortable,Very comfortable,Neither,Very comfortable,Very comfortable,Very comfortable,what are the expectations of a researcher like you from these kind of apps?
100,234,TRUE,Yes,Bangladesh,Female,,18-24 years old,High school,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,I generally install/use very few apps",,,,,,,,,,Very uncomfortable,Neutral,Uncomfortable,Uncomfortable,Comfortable,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Comfortable,Comfortable,Neither,Comfortable,Comfortable,Comfortable,
100,298,TRUE,Yes,,Female,,25-34 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,,,,,,,,,Comfortable,Comfortable,Uncomfortable,Comfortable,Comfortable,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Uncomfortable,Very comfortable,Neither,Very comfortable,Comfortable,,
100,197,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,I don't believe these coronavirus apps are useful,,I don't think that it will be helpful,,,,,,,,Uncomfortable,Very comfortable,Uncomfortable,Uncomfortable,Uncomfortable,Neutral,Neutral,Disagree,Strongly disagree,Agree,Strongly agree,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Very uncomfortable,No
100,265,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,It is not mandatory in my country of residence",,Accuracy is important while using these types of apps which is not here right now.,,,,,,,,Comfortable,Very comfortable,Very comfortable,Comfortable,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Very uncomfortable,Comfortable,Neither,Uncomfortable,Very uncomfortable,Uncomfortable,Accuracy and ease in user interface is important as mostly common people (not only tech enthusiast) will use these app. 
100,589,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,It is not mandatory in my country of residence",,,,,,,,,,Very uncomfortable,Neutral,Very uncomfortable,Uncomfortable,Very comfortable,Agree,Neutral,Agree,Agree,Agree,Neutral,Uncomfortable,Comfortable,Uncomfortable,Comfortable,Neither,Neither,
100,487,TRUE,Yes,,Male,,18-24 years old,High school,,No,For privacy concerns,,,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very comfortable,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Very uncomfortable,Very comfortable,Very uncomfortable,Very comfortable,Very uncomfortable,Neither,I believe some app should built to raise awarness about corona as well as some app should be built by which people can work from home without using money           
100,389,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,I don't believe these coronavirus apps are useful,,I'm worried about my privacy    ,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Very uncomfortable,Comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neither,My concern is that we're ready to share everything in our lives in order to feel safe   
100,551,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,I generally install/use very few apps,,,,,,,,,,Neutral,Neutral,Uncomfortable,Uncomfortable,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Neither,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,yes
100,592,TRUE,Yes,,Female,,18-24 years old,High school,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,Yes,"When it is no longer mandated by the government (local/federal),If I get inaccurate information,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Uncomfortable,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Very comfortable,Very comfortable,Obviously it is very effective  during this pendemic
100,752,TRUE,Yes,Bangladesh,Female,,25-34 years old,Master's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,I generally install/use very few apps,It is not mandatory in my country of residence",,,,,,,,,,Neutral,Comfortable,Very uncomfortable,Very uncomfortable,Neutral,Strongly agree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Neither,Neither,Uncomfortable,Neither,Very uncomfortable,Comfortable,
100,542,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,Depression ,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Uncomfortable,Very uncomfortable,Uncomfortable,Neither,Neither,Uncomfortable,I think its helpful for everyone.
100,411,TRUE,Yes,Bangladesh,Female,,18-24 years old,High school,,No,I don't think these apps can make accurate predictions,,assurance of data safety,,,,,,,,Comfortable,Very comfortable,Comfortable,Comfortable,Very comfortable,Agree,Neutral,Agree,Agree,Agree,Neutral,Very comfortable,Comfortable,Neither,Comfortable,Comfortable,Comfortable,no
100,251,TRUE,Yes,Bangladesh,Male,,18-24 years old,High school,,No,"I don't believe these coronavirus apps are useful,It is not mandatory in my country of residence",,Simply I don't need any app.,,,,,,,,Uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neutral,Agree,Neutral,Neutral,Agree,Disagree,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,
100,434,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,I generally install/use very few apps",,,,,,,,,,Very uncomfortable,Very uncomfortable,Comfortable,Comfortable,Very uncomfortable,Neutral,Neutral,Strongly disagree,Neutral,Disagree,Strongly disagree,Comfortable,Comfortable,Comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,721,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,I generally install/use very few apps,,Nothing,,,,,,,,Uncomfortable,Comfortable,Uncomfortable,Uncomfortable,Very comfortable,Disagree,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Comfortable,Comfortable,Neither,Comfortable,Neither,Comfortable,
100,301,TRUE,Yes,Bangladesh,Male,,18-24 years old,High school,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I generally install/use very few apps",,Accurate data,,,,,,,,Neutral,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Agree,Agree,Agree,Agree,Agree,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Nothing 
100,429,TRUE,Yes,,Female,,18-24 years old,High school,,No,I don't think these apps can make accurate predictions,,I think in Bangladesh there is no app about covid-19 which I can trust ,,,,,,,,Comfortable,Comfortable,Comfortable,Comfortable,Very comfortable,Agree,Agree,Agree,Neutral,Disagree,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,
100,480,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,For privacy concerns",,Increase aware ,,,,,,,,Comfortable,Uncomfortable,Very comfortable,Comfortable,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Comfortable,Comfortable,Uncomfortable,Comfortable,Neither,Comfortable,
100,173,TRUE,Yes,,Male,,18-24 years old,High school,,Yes,,,,"Wellbeing of myself and my family,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms)",,,If I become aware of any privacy breach,,Very uncomfortable,Comfortable,Neutral,Uncomfortable,Very uncomfortable,Neutral,Strongly disagree,Neutral,Strongly agree,Neutral,Agree,Neither,Uncomfortable,Very comfortable,Very comfortable,Neither,Very uncomfortable,
100,230,TRUE,Yes,Bangladesh,Male,,25-34 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps,For privacy concerns",,,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Comfortable,Comfortable,
100,262,TRUE,Yes,,Female,,18-24 years old,High school,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),For privacy concerns",,,,,,,,,,Uncomfortable,Neutral,Neutral,Uncomfortable,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Strongly agree,Comfortable,Comfortable,Comfortable,Neither,Neither,Neither,
100,514,TRUE,Yes,Bangladesh,Male,,18-24 years old,High school,,No,"I don't think these apps can make accurate predictions,It is not mandatory in my country of residence",,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Neither,Comfortable,Comfortable,Comfortable,Neither,Comfortable,It might be very helpful for a over populated area.
100,306,TRUE,Yes,Bangladesh,Male,,18-24 years old,High school,,No,I don't believe these coronavirus apps are useful,,,,,,,,,,Comfortable,Comfortable,Very uncomfortable,Comfortable,Comfortable,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Neither,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,
100,532,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,i don't know,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Uncomfortable,Neither,Neither,Neither,Neither,No
100,367,TRUE,Yes,Bangladesh,Female,,25-34 years old,High school,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,It is not mandatory in my country of residence",,Precautions ,,,,,,,,Neutral,Very uncomfortable,Very uncomfortable,Very uncomfortable,Comfortable,Neutral,Disagree,Strongly agree,Neutral,Neutral,Disagree,Uncomfortable,Very uncomfortable,Uncomfortable,Comfortable,,Neither,Nothing 
100,876,TRUE,Yes,Bangladesh,Male,,25-34 years old,Master's degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government,Curiosity",,Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus),,,Once the pandemic ends,,Very uncomfortable,Uncomfortable,Very uncomfortable,Uncomfortable,Comfortable,Strongly agree,Neutral,Agree,Disagree,Agree,Disagree,Neither,Comfortable,Uncomfortable,Neither,Uncomfortable,Comfortable,
5,17,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,76,FALSE,Yes,United States,Male,,25-34 years old,Doctorate degree,,No,I generally install/use very few apps,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,73,FALSE,Yes,,Female,,35-44 years old,Doctorate degree,,No,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,83,FALSE,Yes,,Female,,35-44 years old,Master's degree,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful",,,,,,,,,,,,,,,,,,,,,,,,,,,
65,123,FALSE,Yes,Albania,Male,,25-34 years old,Doctorate degree,,Yes,,,,Instruction from the government,,Other,,,,,,,,,,,,,,,,,,,,,,
